problem_id,source_id,language,gold_answer,extracted_answer,is_correct,extraction_method,question,generated_response,finish_reason,prompt_tokens,completion_tokens,total_tokens,status,error,auto_is_correct,adjudicated_is_correct,adjudication_changed,adjudication_reason
21,1797,english,110,110,1,explicit_final,John buys 3 t-shirts that cost $20 each.  He also buys $50 in pants.  How much does he spend?,"John buys 3 t‑shirts at \$20 each:

\[
3 \times 20 = \$60
\]

He also spends \$50 on pants.  

Add the two amounts:

\[
60 + 50 = \$110
\]

So John’s total spending is \$110.

**FINAL ANSWER: 110**",stop,112,121,233,success,,1,1,0,
21,1797,darija,110,110,1,explicit_final,كريم شرا 3 د التيشورتات، كل واحد بـ 200 درهم (بدلت العملة باش تجي منطقية، ولكن غنخلي الأرقام كيف الأصل باش الجواب يخرج هو هو: 20 وحدة). وشرا سراول بـ 50 وحدة. شحال خسر فالمجموع؟,"**Reasoning**

1. كريم bought 3 t‑shirts.  
   - Each t‑shirt costs **200 درهم**.  
   - Converting the price to the “unit” used in the problem (the note says 200 درهم corresponds to **20 وحدة**), each t‑shirt costs **20 وحدة**.  

2. Cost of the 3 t‑shirts:  
   \[
   3 \times 20 = 60 \text{ وحدة}
   \]

3. He also bought a pair of pants for **50 وحدة**.

4. Total amount spent (i.e., the total loss) is the sum of the two expenses:  
   \[
   60 \text{ وحدة} + 50 \text{ وحدة} = 110 \text{ وحدة}
   \]

**Final numeric answer**

FINAL ANSWER: 110",stop,168,1077,1245,success,,1,1,0,
22,1911,darija,35,35,1,explicit_final,إيلا إبراهيم زاد 8 د النفاخات على 12 اللي كانو عندو، وتورية زادت 24 نفاخة على 6 اللي كانو عندها، شحال غايكون المجموع ديال النفاخات عندهم بجوج إيلا تورية تفركعو ليها النص د نفاخاتها؟,"**Reasoning**

1. **Ibrahim’s balloons**  
   - He originally had 12.  
   - He added 8 more.  
   - Total for Ibrahim = 12 + 8 = 20.

2. **Toria’s balloons**  
   - She originally had 6.  
   - She added 24 more.  
   - Total before breaking = 6 + 24 = 30.

3. **Toria breaks half of her balloons**  
   - Half of 30 is 30 ÷ 2 = 15.  
   - She is left with 15 balloons.

4. **Combined total**  
   - Ibrahim’s 20 + Toria’s remaining 15 = 35.

**Final numeric answer**

FINAL ANSWER: 35",stop,169,510,679,success,,1,1,0,
22,1911,english,35,35,1,explicit_final,"If Brooke adds eight balloons to his current 12, and Tracy adds 24 to her current 6, how many balloons will they have in total if Tracy pops half of her balloons?","Brooke starts with 12 balloons and adds 8, giving him  
\(12 + 8 = 20\) balloons.

Tracy starts with 6 balloons and adds 24, giving her  
\(6 + 24 = 30\) balloons.

She then pops half of her balloons:  
\(\frac{1}{2} \times 30 = 15\) balloons are popped, leaving her with \(30 - 15 = 15\) balloons.

Total balloons remaining:
\(20\) (Brooke) \(+\) \(15\) (Tracy) \(= 35\).

**FINAL ANSWER: 35**",stop,137,274,411,success,,1,1,0,
23,4171,english,96,96,1,explicit_final,"William washes cars as a side job. He typically spends 4 minutes washing a car’s windows, 7 minutes washing the car body, 4 minutes cleaning the tires, and 9 minutes waxing the car. This morning he washed 2 normal cars and one big SUV, which took twice as long as a normal car. How many minutes did William spend washing all the vehicles?","**Reasoning**

- Time to wash one normal car  
  - Windows: 4 min  
  - Body: 7 min  
  - Tires: 4 min  
  - Waxing: 9 min  

  Total per normal car = 4 + 7 + 4 + 9 = **24 minutes**.

- He washed 2 normal cars:  
  \(2 \times 24 = 48\) minutes.

- The big SUV takes twice as long as a normal car:  
  \(2 \times 24 = 48\) minutes.

- Total time for all vehicles:  
  \(48\) (normal cars) + \(48\) (SUV) = **96 minutes**.

**FINAL ANSWER: 96**",stop,176,297,473,success,,1,1,0,
23,4171,darija,96,96,1,explicit_final,كريم كيغسل الطوموبيلات باش يعاون راسو. عادة كيخصو 4 دقايق للزاج، 7 دقايق للكاروسري، 4 دقايق للروايد، و 9 دقايق باش يدير التلميع (la cire). هاد الصباح غسل 2 طوموبيلات عاديين و واحد الـ 4x4 كبيرة، اللي خدات ليه الدوبل د الوقت ديال الطوموبيل العادية. شحال د الوقت (بالدقايق) دوز كريم فغسيل هادشي كامل؟,"The total time for one regular car is  

\(4 + 7 + 4 + 9 = 24\) minutes.  

A 4×4 big car takes double that time:  

\(2 \times 24 = 48\) minutes.  

Kareem washed two regular cars and one big car:

\[
2 \times 24 \;+\; 48 \;=\; 48 + 48 \;=\; 96 \text{ minutes}
\]

**FINAL ANSWER: 96**",stop,230,417,647,success,,1,1,0,
24,4971,darija,20,20,1,explicit_final,كريم وعمر كيلعبو واحد اللعبة، اللي ربح شي طرح كياخد 10 د النقط. لعبو 8 د الطرحات وكريم ربح 3/4 ديالهم. شحال المجموع د النقط اللي ربح عمر؟,"**Reasoning**

- Total rounds played = 8.  
- Karim won \(\frac34\) of the rounds: \(\frac34 \times 8 = 6\) rounds.  
- Therefore Omar won the remaining rounds: \(8 - 6 = 2\) rounds.  
- Each winning round gives 10 points, so Omar’s points = \(2 \times 10 = 20\).

**Final numeric answer**

FINAL ANSWER: 20",stop,157,311,468,success,,1,1,0,
24,4971,english,20,20,1,explicit_final,"Krishna and Callum are playing a game where they earn 10 points if they win any round. If they played eight matches and Krishna won 3/4 of the matches, what is the total number of points that Callum earned?","Krishna won \(\frac34\) of the 8 matches:

\[
\frac34 \times 8 = 6 \text{ matches}
\]

Therefore Callum won the remaining matches:

\[
8 - 6 = 2 \text{ matches}
\]

Each win is worth 10 points, so Callum’s points are:

\[
2 \times 10 = 20
\]

**FINAL ANSWER: 20**",stop,148,280,428,success,,1,1,0,
25,218,english,350,3.5,1,explicit_final,"Ravi has some coins. He has 2 more quarters than nickels and 4 more dimes than quarters. If he has 6 nickels, how much money does he have?","Ravi’s coins:

- Nickels: \(6\)  
- Quarters: \(6 + 2 = 8\)  
- Dimes: \(8 + 4 = 12\)

Value:
\[
\begin{aligned}
6 \text{ nickels} &= 6 \times \$0.05 = \$0.30,\\
8 \text{ quarters} &= 8 \times \$0.25 = \$2.00,\\
12 \text{ dimes} &= 12 \times \$0.10 = \$1.20.
\end{aligned}
\]

Total money:
\[
\$0.30 + \$2.00 + \$1.20 = \$3.50.
\]

**FINAL ANSWER: 3.5**",stop,138,341,479,success,,0,1,1,Equivalent representation: $3.50 equals 350 cents.
25,218,darija,350,350,1,explicit_final,رضا عندو شي صرف مجموع. عندو البياسات ديال 25 كثر من البياسات ديال 5 بجوج حبات، وعندو البياسات ديال 10 كثر من البياسات ديال 25 بـ 4 د الحبات. إيلا كان عندو 6 د البياسات ديال 5، شحال المجموع د الفلوس اللي عندو (بالوحدة)؟,"**Reasoning**

Let  

- \(x\) = number of 5‑unit bills.  
- \(y\) = number of 25‑unit bills.  
- \(z\) = number of 10‑unit bills.

The problem states:

1. \(x = 6\) (Rida has 6 bills of 5 units).  
2. The 25‑unit bills are “more than” the 5‑unit bills by 2 pieces:  
   \[
   y = x + 2 = 6 + 2 = 8.
   \]
3. The 10‑unit bills are “more than” the 25‑unit bills by 4 pieces:  
   \[
   z = y + 4 = 8 + 4 = 12.
   \]

Now compute the total monetary value:

\[
\text{Total} = 5x + 25y + 10z
               = 5(6) + 25(8) + 10(12)
               = 30 + 200 + 120
               = 350.
\]

**Final numeric answer**

FINAL ANSWER: 350",stop,185,630,815,success,,1,1,0,
26,4633,darija,7,70,0,explicit_final,توفيق خرج يتعشى مع صاحبو. كل واحد فيهم خدا ساندويتش بـ 36.5 درهم. توفيق خدا عصير بـ 20 درهم وصاحبو خدا مونادا بـ 10 دراهم. تشاركو فطبسيل د الفريت بـ 40 درهم. صاحبو زاد خدا 3 د الحلوات، كل وحدة بـ 5 دراهم. الضريبة كانت 2 دراهم. تافقو يقسمو الحساب فالنص. إيلا توفيق كان جايب معاه 150 درهم، شحال د الصرف غادي يشيط ليه؟,"**Reasoning**

1. **Sandwiches**: each sandwich costs 36.5 د.م.  
   Two sandwiches → \(2 \times 36.5 = 73\) د.م.

2. **Drinks**:  
   - Tawfiq’s juice = 20 د.م.  
   - Friend’s soda = 10 د.م.  

3. **Fries** (shared) = 40 د.م.

4. **Desserts**: friend ordered 3 desserts at 5 د.م. each → \(3 \times 5 = 15\) د.م.

5. **Tax** = 2 د.م.

6. **Total bill**:  
   \[
   73 + 20 + 10 + 40 + 15 + 2 = 160\ \text{د.م}
   \]

7. They agreed to split the bill equally, so each pays:  
   \[
   \frac{160}{2} = 80\ \text{د.م}
   \]

8. Tawfiq has 150 د.م. After paying his share:  
   \[
   150 - 80 = 70\ \text{د.م}
   \]

**Final numeric answer**

FINAL ANSWER: 70",stop,237,683,920,success,,0,0,0,
26,4633,english,7,7,1,explicit_final,"Toby is dining out with his friend. They each order a cheeseburger for $3.65. He gets a milkshake for $2 and his friend gets a coke for $1. They split a large fries that cost $4. His friend also gets three cookies that cost $.5 each. The tax is $.2. They agree to split the bill. If Toby arrived with $15, how much change is he bringing home?","**Step‑by‑step calculation**

1. **Items ordered**
   - Two cheeseburgers: \(2 \times \$3.65 = \$7.30\)
   - Milkshake (Toby): \(\$2.00\)
   - Coke (friend): \(\$1.00\)
   - Large fries (shared): \(\$4.00\)
   - Three cookies (friend): \(3 \times \$0.50 = \$1.50\)

2. **Subtotal**
   \[
   7.30 + 2.00 + 1.00 + 4.00 + 1.50 = \$15.80
   \]

3. **Add tax**
   \[
   \$15.80 + \$0.20 = \$16.00
   \]

4. **Split the bill**
   \[
   \frac{\$16.00}{2} = \$8.00 \text{ per person}
   \]

5. **Toby’s change**
   \[
   \$15.00 - \$8.00 = \$7.00
   \]

\[
\boxed{\text{Toby brings home } \$7.00}
\]

**FINAL ANSWER: 7**",stop,189,581,770,success,,1,1,0,
27,1634,english,50,50,1,explicit_final,"Alexa has a lemonade stand where she sells lemonade for $2 for one cup. If she spent $20 on ingredients, how many cups of lemonade does she need to sell to make a profit of $80?","To find the number of cups Alexa must sell, set up the profit equation.

- Selling price per cup = \$2  
- Cost of ingredients = \$20  
- Desired profit = \$80  

Profit = Revenue – Cost  

\[
\text{Revenue} = 2 \times (\text{number of cups})
\]

\[
\text{Profit} = 2 \times (\text{cups}) - 20 = 80
\]

Solve for the number of cups:

\[
2 \times (\text{cups}) = 80 + 20 = 100
\]

\[
\text{cups} = \frac{100}{2} = 50
\]

So Alexa needs to sell **50 cups** of lemonade to achieve an \$80 profit.

**FINAL ANSWER: 50**",stop,141,296,437,success,,1,1,0,
27,1634,darija,50,50,1,explicit_final,سارة دايرة فراشة كتبيع فيها العصير، الكاس بـ 2 دراهم. إلا كانت خصرات 20 درهم باش تشري السلعة، شحال من كاس خاصها تبيع باش تربح 80 درهم صافية؟,"Each cup is sold for 2 د.  
Let \(n\) be the number of cups sold.

Revenue from selling \(n\) cups = \(2n\) د.  
The cost of the goods (the initial expense) = 20 د.

Net profit = Revenue – Cost  

\[
2n - 20 = 80
\]

Solve for \(n\):

\[
2n = 80 + 20 = 100 \\
n = \frac{100}{2} = 50
\]

So Sara must sell **50 cups** to obtain a net profit of 80 د.

**FINAL ANSWER: 50**",stop,154,333,487,success,,1,1,0,
28,5909,darija,25,25,1,explicit_final,جليل شاف قدام باب الدار 2 طوموبيلات (كل وحدة بـ 4 روايد). وكاينين 2 بيكالات وبوبيل عندها روايد (كل وحدة بـ 2 روايد). وشاف تريسيكل (3 روايد) وجوج صبابط د الباتناج (Patinage - كل فردة فيها 4 روايد). شحال المجموع ديال الروايد؟,"**Step‑by‑step counting**

1. **Cars** – 2 cars, each has 4 wheels  
   \(2 \times 4 = 8\) wheels  

2. **Bicycles and “boupil”** – 2 bicycles + 1 boupil, each has 2 wheels  
   \(3 \times 2 = 6\) wheels  

3. **Tricycle** – 1 tricycle, 3 wheels  
   \(1 \times 3 = 3\) wheels  

4. **Patinage (skate) pairs** – 2 pairs, each pair has 4 wheels  
   \(2 \times 4 = 8\) wheels  

**Total wheels**

\[
8 + 6 + 3 + 8 = 25
\]

**Answer**

FINAL ANSWER: 25",stop,192,706,898,success,,1,1,0,
28,5909,english,25,21,0,explicit_final,Jordan noticed that there are 2 cars in his driveway that each have 4 wheels.  There are 2 bikes and a trash can that each have 2 wheels.  There is also a tricycle and a pair of old roller skates.  How many wheels are there?,"**Reasoning**

- Cars: 2 × 4 = 8 wheels  
- Bikes and trash can: (2 bikes + 1 trash can) × 2 = 3 × 2 = 6 wheels  
- Tricycle: 1 × 3 = 3 wheels  
- Pair of old roller skates: 4 wheels (2 wheels per skate)

Add them all together:

\(8 + 6 + 3 + 4 = 21\)

**FINAL ANSWER: 21**",stop,157,620,777,success,,0,0,0,
29,5363,english,12,12,1,explicit_final,Sandy's goal is to drink 3 liters of water in a day. She drinks 500 milliliters of water every after 2 hours. After how many hours will she be able to drink a total of 3 liters of water?,"Sandy drinks \(500\) mL every \(2\) hours.  

To reach \(3\) L = \(3000\) mL, the number of drinks needed is  

\[
\frac{3000\text{ mL}}{500\text{ mL/drink}} = 6\text{ drinks}.
\]

Each drink occurs after \(2\) hours, so the total time is  

\[
6 \times 2\text{ h} = 12\text{ h}.
\]

**FINAL ANSWER: 12**",stop,149,294,443,success,,1,1,0,
29,5363,darija,12,12,1,explicit_final,سعاد باغية تشرب 3 إيترو د الما ف النهار. هي كتشرب 500 مليلتر كل ساعتين. من بعد شحال من ساعة غاتكون كملات 3 إيترو د الما؟,"سعاد تشرب 500 مليلتر كل ساعتين، أي أن معدل شربها هو  

\[
\frac{500\text{ مليلتر}}{2\text{ ساعة}} = 250\text{ مليلتر/ساعة}.
\]

نريد معرفة عدد الساعات اللازمة لتصل إلى 3 إيترو من الماء.  
3 إيترو = 3000 مليلتر.

\[
\text{الوقت} = \frac{3000\text{ مليلتر}}{250\text{ مليلتر/ساعة}} = 12\text{ ساعة}.
\]

إذن سعاد ستكمل شرب 3 إيترو من الماء بعد 12 ساعة.

**FINAL ANSWER: 12**",stop,151,428,579,success,,1,1,0,
30,5789,darija,6,6,1,explicit_final,كريم كيعجبو يتمشى ويجري، وعندو 3 د البرامج د الرياضة. نهار التنين، كيتمشى بسرعة 2 ميل فالساعة. نهار لاربع، كيتمشى بسرعة 3 ميل فالساعة. ونهار الجمعة، كيجري بسرعة 6 ميل فالساعة. فكل نهار من هاد الأيام كيقطع مسافة 6 ميل. شحال هو المجموع د السوايع اللي كيدوز كريم فالرياضة فالسيمانة؟,"Kareem covers the same distance (6 mi) each day, but his speed changes.

- **Tuesday:** speed = 2 mi/h  
  Time = distance ÷ speed = 6 mi ÷ 2 mi/h = **3 h**

- **Wednesday:** speed = 3 mi/h  
  Time = 6 mi ÷ 3 mi/h = **2 h**

- **Friday:** speed = 6 mi/h  
  Time = 6 mi ÷ 6 mi/h = **1 h**

Add the times for the three days:

\(3 h + 2 h + 1 h = 6 h\)

So Kareem spends a total of **6 hours** exercising during the week.

**FINAL ANSWER: 6**",stop,206,500,706,success,,1,1,0,
